sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s1084,1,अखबार की रिपोर्ट के बाद विद्रोहियों की ओर से प्रभाकरन के नाम से श्रीलंका के सुनामी प्रभावित इलाकों में अंतर्राष्ट्रीय मदद की अपील की गई थी ।,नाम,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1084,1,अखबार की रिपोर्ट के बाद विद्रोहियों की ओर से प्रभाकरन के नाम से श्रीलंका के सुनामी प्रभावित इलाकों में अंतर्राष्ट्रीय मदद की अपील की गई थी ।,सुनामी,compound,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1090,1,बयान में कहा गया है कि 'यह समय अफवाहें फैलाने या गलत मंशा से प्रचार करने का नहीं है,फैलाने,nmod,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1092,1,पूरा देश इस समय दैवी आपदा से जूझ रहा है और दुख की बात है कि सरकार का जिम्मेदार मीडिया ही अफवाह फैलाकर लोगों को गुमराह करने में लगा है ।,अफवाह,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1092,1,पूरा देश इस समय दैवी आपदा से जूझ रहा है और दुख की बात है कि सरकार का जिम्मेदार मीडिया ही अफवाह फैलाकर लोगों को गुमराह करने में लगा है ।,आपदा,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1093,1,रेडियो रिपोर्ट में वाइस एडमिरल दया संदागिरी के हवाले से कहा गया है कि सुनामी से मची तबाही में प्रभाकरन और अम्मान या तो मारे गए या वे लापता हैं ।,तबाही,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1093,1,रेडियो रिपोर्ट में वाइस एडमिरल दया संदागिरी के हवाले से कहा गया है कि सुनामी से मची तबाही में प्रभाकरन और अम्मान या तो मारे गए या वे लापता हैं ।,प्रभाकरन,obj,nsubj:pass,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1097,1,पार्टी के दो वरिष्ठ नेताओं पूर्व मुख्यमंत्री प्रफुल्ल कुमार महंत तथा पूर्व गृह मंत्री भृगुकुमार फूकन का साथ आना पार्टी अध्यक्ष बृंदाबन गोस्वामी और उनके समर्थकों के लिए अच्छा संकेत नहीं माना जा रहा है ।,महंत,nmod,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1097,1,पार्टी के दो वरिष्ठ नेताओं पूर्व मुख्यमंत्री प्रफुल्ल कुमार महंत तथा पूर्व गृह मंत्री भृगुकुमार फूकन का साथ आना पार्टी अध्यक्ष बृंदाबन गोस्वामी और उनके समर्थकों के लिए अच्छा संकेत नहीं माना जा रहा है ।,संकेत,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1097,1,पार्टी के दो वरिष्ठ नेताओं पूर्व मुख्यमंत्री प्रफुल्ल कुमार महंत तथा पूर्व गृह मंत्री भृगुकुमार फूकन का साथ आना पार्टी अध्यक्ष बृंदाबन गोस्वामी और उनके समर्थकों के लिए अच्छा संकेत नहीं माना जा रहा है ।,साथ,obl,compound,,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,yes,yes,no
dev-s1098,1,गोस्वामी कैंप ने महंत को दरकिनार कर दिया है ।,महंत,nsubj,obj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1099,1,उनके समर्थकों ने दूसरी महिला से संबंध रखने के आरोप में उन्हें इस्तीफा देने के लिए मजबूर कर दिया था ।,महिला,iobj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Sampradāna,Karaṇa|Apādāna,no,yes,no,no
dev-s110,1,"नवाज शरीफ ने जेद्दा में एक अमेरिकी टेलीविजन चैनल से बातचीत करते हुए कहा कि उनकी सरकार भारत से समान संप्रभु भागीदार की हैसियत से बातचीत करती थी, लेकिन परवेज मुशर्रफ की नीति इसके उलट है ।",भारत,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1100,1,पार्टी के संस्थापक महंत अब इस झटके से उबर चुके हैं और उन्होंने पार्टी नेतृत्व पर हमला तेज कर दिया है ।,झटके,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1101,1,पार्टी की गतिविधियों में फिर दिलचस्पी ले रहे महंत को दोस्त से दुश्मन बन चुके फूकन से भी हाथ मिलाने से गुरेज नहीं है ।,गुरेज,nsubj,compound,,,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s1101,1,पार्टी की गतिविधियों में फिर दिलचस्पी ले रहे महंत को दोस्त से दुश्मन बन चुके फूकन से भी हाथ मिलाने से गुरेज नहीं है ।,दिलचस्पी,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1102,1,फूकन भी पार्टी में अपनी उपेक्षा से आहत हैं ।,उपेक्षा,obl,nmod,से,से,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,yes,no,no
dev-s1105,1,लेकिन उन्होंने महंत और फूकन के कमजोर नेतृत्व के आरोप पर टिथी करने से इन्कार कर दिया ।,करने,obj,advcl,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1106,1,दोनों नेताओं ने गोस्वामी पर आरोप लगाया है कि उनके कमजोर नेतृत्व के कारण पार्टी जनता में लोकप्रिय नहीं हो सकी ।,आरोप,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1106,1,दोनों नेताओं ने गोस्वामी पर आरोप लगाया है कि उनके कमजोर नेतृत्व के कारण पार्टी जनता में लोकप्रिय नहीं हो सकी ।,हो,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1118,1,भारत श्रीलंका की क्षेत्रीय अखंडता को महत्व देने के साथ - साथ श्रीलंका के जातीय विवाद में भी मध्यस्थता करने का प्रस्ताव रख चुका है ।,देने,obl,advcl,,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,yes,yes,no
dev-s1122,1,ये आदिवासी अबुझमादिया समुदाय से संबंधित हैं ।,समुदाय,obl,nmod,से,से,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,yes,no,no
dev-s1125,1,ये आदिवासी महाराष्ट्र से सटे छत्तीसगढ़ के जंगलों में रहते हैं ।,महाराष्ट्र,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1132,1,इन डेढ़ सालों में सरकार महज 17 पदों पर नियुक्ति कर पाई जिसके चलते मंत्रालय की योजनाएं धरातल पर तो दूर कागजों में भी ठीक से नहीं बन पा रही हैं ।,दूर,obl,amod,,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,yes,yes,no
dev-s1132,1,इन डेढ़ सालों में सरकार महज 17 पदों पर नियुक्ति कर पाई जिसके चलते मंत्रालय की योजनाएं धरातल पर तो दूर कागजों में भी ठीक से नहीं बन पा रही हैं ।,धरातल,nmod,obl,पर,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1133,1,सरकार के रवैये से नाराज संसद की स्थाई समिति ने खाली पदों को न भरने पर मंत्रालय को फटकार लगाई है ।,मंत्रालय,nsubj,iobj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1134,1,यूपीए सरकार ने पंचायती राज संस्थाओं को मजबूत बनाने और स्थानीय निकायों को सामाजिक न्याय और आर्थिक विकास का जरिया बनाने का दावा करते हुए 27 मई 2004 को पंचायती राज मंत्रालय का गठन किया था ।,जरिया,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s114,1,उन्होंने मुशर्रफ पर एजेंडा बदलने और पीछे हटने का आरोप भी लगाया ।,आरोप,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s114,1,उन्होंने मुशर्रफ पर एजेंडा बदलने और पीछे हटने का आरोप भी लगाया ।,पीछे,compound,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1142,1,समिति ने आश्चर्य व्यक्त किया कि पर्याप्त जनशक्ति के बिना मंत्रालय अपना काम - काज कैसे पूरा कर पा रहा है ।,कर,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1143,1,"बहरहाल, समिति की रिपोर्ट पर मंत्रालय की बोलती बंद है ।",मंत्रालय,nmod,nsubj,की,की,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1148,1,अखबार के मुताबिक जम्मू - कश्मीर में 60 हजार सैनिक तैनात हैं और इनमें से ज्यादातर की तैनाती कश्मीर घाटी में की गई है ।,इनमें,nmod,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1151,1,तब जम्मू डिवीजन और अनंतनाग से तकरीबन 6 हजार जवानों को वापस बुला लिया गया था ।,जवानों,nsubj:pass,obj,को,को,,R5,no_decision,ambiguous,,Karma|Sampradāna,no,yes,no,no
dev-s1154,1,सर्वाधिक वरीयता प्राप्त देश का दर्जा देने के मामले में पाकिस्तान के वाणिज्य मंत्री हुमायूँ अख्तर खान ने कहा कि हमने ऐसे क्षेत्रों की पहचान की है जो भारत की वाणिज्यिक नीति के कारण कुप्रभावित रहे हैं ।,दर्जा,compound,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1159,1,शिकायत के बाद कल शाम से बेउर जेल में एक कार्यकारी मजिस्ट्रेट को भीड़ से निपटने के लिए तैनात कर दिया गया है ।,भीड़,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s116,1,"अमेरिका ने तब उन पर परमाणु परीक्षण नहीं करने के लिए दबाव बनाया था, लेकिन देश के संप्रभु चरित्र की रक्षा के लिए उन्होंने अमेरिकी दबाव की अनदेखी की ।",दबाव,compound,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1161,1,गौरतलब है कि जेल प्रशासन ने जब इस बाहुबली नेता को उनसे मिलने आए लोगों से भेंट नहीं करने दी तो शनिवार को उन्होंने जेलकर्मियों को परिणाम भुगतने की धमकी दी ।,लोगों,obl,obj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Karma,no,yes,no,no
dev-s1162,1,उन्होंने कथित तौर पर जेलर भोला सिंह को जान से मार डालने की धमकी दी ।,जान,compound,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1165,1,बेउर जेल के जेलर भोला सिंह और कुछ अन्य कर्मचारियों ने कारागार विभाग को कल दिए गए एक लिखित आवेदन में बताया है कि माकपा विधायक अजित सरकार की हत्या के मामले में जेल में बंद पप्पू यादव ने मुलाकातियों से मिलने से मना करने पर उन्हें जान से मारने की धमकी दी ।,जान,compound,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1166,1,उन्होंने परिस्थिति से निपटने के लिए मजिस्ट्रेट की निगरानी में अतिरिक्त पुलिस बल तैनात करने की भी माँग की है ।,परिस्थिति,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s117,1,उन्होंने यह भी कहा कि तब तत्कालीन भारतीय प्रधानमंत्री अटल बिहारी वाजपेयी ने खुद अपनी मर्जी से लाहौर की यात्रा की थी और लाहौर घोषणा पर हस्ताक्षर हुआ था ।,हस्ताक्षर,nsubj,compound,,,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s1170,1,बताया जाता है कि इसके पूर्व मधेपुरा से राजद के सांसद पप्पू यादव की उनसे मिलने बड़ी संख्या में आने वाले अनाधिकृत मुलाकातियों को रोकने के मामले में जेल महानिरीक्षक से भी नोक - झोंक हो चुकी है ।,मधेपुरा,nmod,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1170,1,बताया जाता है कि इसके पूर्व मधेपुरा से राजद के सांसद पप्पू यादव की उनसे मिलने बड़ी संख्या में आने वाले अनाधिकृत मुलाकातियों को रोकने के मामले में जेल महानिरीक्षक से भी नोक - झोंक हो चुकी है ।,महानिरीक्षक,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1175,1,"मछुआरों के अनुसार, इसके अलावा समुद्र से घिरे तट भी बीस - बीस मीटर तक समुद्र ने अपने आगोश में ले लिए हैं ।",समुद्र,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1180,1,उन्होंने बताया कि आमतौर पर चक्रवात या बाढ़ आने पर मछुआरों को मछलियाँ ज्यादा मिलती हैं ।,मछुआरों,nsubj,iobj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1182,1,"इसके अलावा जो एक और बड़ा परिवर्तन देखा गया, उसके मुताबिक दक्षिण भारतीय तटों की बीस मीटर की भूमि समुद्र में समा चुकी है ।",जो,det,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1183,1,एक अध्ययन तुतिकोरिन स्थित फिशरीज़ कॉलेज एंड रिसर्च इंस्टीट्यूट करेगा ।,अध्ययन,compound,nsubj,,,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1185,1,दूसरा अध्ययन समुद्री विभाग कराएगा जिसमें सुनामी के प्रभाव के तौर पर समुद्री जीवन व जल की गुणवत्ता के प्रभाव पर गहन विचार - विमर्श होगा ।,जीवन,obl,nmod,,की,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s1185,2,दूसरा अध्ययन समुद्री विभाग कराएगा जिसमें सुनामी के प्रभाव के तौर पर समुद्री जीवन व जल की गुणवत्ता के प्रभाव पर गहन विचार - विमर्श होगा ।,प्रभाव,conj,obl,पर,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1188,1,बृहस्पतिवार को विदेश मंत्रालय के प्रवक्ता नवतेज सरना ने कहा कि नेपाल गंभीर चुनौतियों से जूझ रहा है ।,चुनौतियों,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s119,1,"शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",करना,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s119,1,"शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",१९९९,obj,obl,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Adhikaraṇa|Apādāna|Karaṇa,no,yes,no,no
dev-s1190,1,सरना ने एक बयान में कहा कि नेपाल में चुनाव ऐसे समय में हुए जब बड़ी राजनीतिक पार्टियों ने उनकी गतिविधियों पर रोक लगाए जाने के कारण इसके बायकॉट का ऐलान किया था और इन पार्टियों के नेताओं की गिरफ्तारी और हिरासत में लिया जाना जारी है ।,इसके,nsubj,nmod,,,,,mapping_hypothesis,no_decision,Kartā,,no,yes,yes,no
dev-s1190,1,सरना ने एक बयान में कहा कि नेपाल में चुनाव ऐसे समय में हुए जब बड़ी राजनीतिक पार्टियों ने उनकी गतिविधियों पर रोक लगाए जाने के कारण इसके बायकॉट का ऐलान किया था और इन पार्टियों के नेताओं की गिरफ्तारी और हिरासत में लिया जाना जारी है ।,जारी,conj,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1190,1,सरना ने एक बयान में कहा कि नेपाल में चुनाव ऐसे समय में हुए जब बड़ी राजनीतिक पार्टियों ने उनकी गतिविधियों पर रोक लगाए जाने के कारण इसके बायकॉट का ऐलान किया था और इन पार्टियों के नेताओं की गिरफ्तारी और हिरासत में लिया जाना जारी है ।,पार्टियों,nsubj:pass,nsubj,ने,ने,,R1,no_decision,confirmed,,Kartā,no,yes,no,no
dev-s1190,1,सरना ने एक बयान में कहा कि नेपाल में चुनाव ऐसे समय में हुए जब बड़ी राजनीतिक पार्टियों ने उनकी गतिविधियों पर रोक लगाए जाने के कारण इसके बायकॉट का ऐलान किया था और इन पार्टियों के नेताओं की गिरफ्तारी और हिरासत में लिया जाना जारी है ।,लिया,conj,nsubj,,,,,no_decision,mapping_hypothesis,,Kartā,no,yes,yes,no
dev-s1194,1,उसकी यह इच्छा है कि वहाँ जल्द शांति और स्थिरता बहाल हो और वह विकास के रास्ते पर आगे बढ़े ।,आगे,compound,obl,,,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,yes,yes,no
dev-s1196,1,नेपाल नरेश ज्ञानेंद्र ने निकाय चुनावों को लोकतंत्र बहाली की ओर पहला कदम करार दिया है ।,कदम,acl,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1205,1,सेनाओं के आधुनिकीकरण के तहत भारतीय सेना के अपने सैटेलाइट की जरूरत के बारे में रक्षा मंत्री ने कहा कि राष्ट्रीय सुरक्षा के हितों को ध्यान में रखते हुए सदन में इसके बारे में सूचना नहीं दी जा सकती है ।,सूचना,compound,obj,,,,,no_decision,mapping_hypothesis,,Karma,no,yes,yes,no
dev-s1207,1,सदन में प्रश्नकाल के दौरान अहमद ने पाकिस्तान को अमेरिका द्वारा हथियार देने की रिपोर्ट पर गंभीर चिंता जताते हुए कहा कि इससे भारत में अमेरिकी छवि को नुकसान पहुँचेगा ।,चिंता,obj,compound,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
dev-s1211,1,"अल्पसंख्यकों के हितों के लिए काम करने और विश्व का ध्यान उनकी समस्याओं की ओर खींचने के लिए श्रीलंका, पाकिस्तान और बांग्लादेश के अल्पसंख्यक समुदायों ने कोशिशें तेज कर दी हैं, लेकिन नेपाल को लेकर आशंका अब भी बनी हुई है ।",नेपाल,nsubj,obj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1214,1,लेकिन विशेषज्ञ मानते हैं कि नेपाल में लोकतंत्र नहीं होने के बावजूद परिषद का गठन तो होगा लेकिन उसे काम नहीं करने दिया जाएगा ।,करने,obj,conj,,,,,mapping_hypothesis,no_decision,Karma,,no,yes,yes,no
