sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s1134,1,यूपीए सरकार ने पंचायती राज संस्थाओं को मजबूत बनाने और स्थानीय निकायों को सामाजिक न्याय और आर्थिक विकास का जरिया बनाने का दावा करते हुए 27 मई 2004 को पंचायती राज मंत्रालय का गठन किया था ।,विकास,conj,conj,का,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1185,1,दूसरा अध्ययन समुद्री विभाग कराएगा जिसमें सुनामी के प्रभाव के तौर पर समुद्री जीवन व जल की गुणवत्ता के प्रभाव पर गहन विचार - विमर्श होगा ।,जल,nmod,conj,की,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s1185,1,दूसरा अध्ययन समुद्री विभाग कराएगा जिसमें सुनामी के प्रभाव के तौर पर समुद्री जीवन व जल की गुणवत्ता के प्रभाव पर गहन विचार - विमर्श होगा ।,जीवन,obl,nmod,,की,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s1217,1,आनंद बताते हैं कि नेपाल की जनजातियों व अल्पसंख्यकों ने अलग - अलग मोर्चे बनाकर अपनी स्वायत्तता के खिलाफ जनांदोलन छेड़ रखा है ।,अल्पसंख्यकों,conj,conj,ने,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1217,1,आनंद बताते हैं कि नेपाल की जनजातियों व अल्पसंख्यकों ने अलग - अलग मोर्चे बनाकर अपनी स्वायत्तता के खिलाफ जनांदोलन छेड़ रखा है ।,जनजातियों,nsubj,nsubj,,ने,,R1,mapping_hypothesis,confirmed,Kartā,Kartā,yes,no,no,no
dev-s1220,1,यह परिषद अल्पसंख्यकों की सुरक्षा और उनकी बेहतरी के लिए नेपाल में लोकतंत्र की माँग पर भी जोर देगी ।,बेहतरी,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1220,1,यह परिषद अल्पसंख्यकों की सुरक्षा और उनकी बेहतरी के लिए नेपाल में लोकतंत्र की माँग पर भी जोर देगी ।,सुरक्षा,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s1267,1,सूत्रों का कहना है कि सरकार के पास इस वक्त कुछ और रक्षा सौदे बीच रास्ते में ही लटके पड़े हैं ।,रास्ते,obl,obl,बीच,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s1295,1,जॉर्ज उस समय अचानक भड़क गए जब उनके भाषण में टोकाटाकी की जा रही थी और सत्ताधारी दल की ओर से ताबूत घोटाले और तहलका घोटाले की बातें उछाली जा रही थीं ।,घोटाले,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1295,2,जॉर्ज उस समय अचानक भड़क गए जब उनके भाषण में टोकाटाकी की जा रही थी और सत्ताधारी दल की ओर से ताबूत घोटाले और तहलका घोटाले की बातें उछाली जा रही थीं ।,घोटाले,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s130,1,शंकररमन हत्याकांड के सिलसिले में ११ नवंबर को गिरफ्तार होने के बाद से शंकराचार्य न्यायिक हिरासत में हैं और वेल्लूर जेल में बंद हैं ।,होने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1308,1,कांग्रेस की ओर से जगदीश टाइटलर और पवन बंसल की आवाज सुनाई दे रही थी ।,टाइटलर,nmod,nmod,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1308,1,कांग्रेस की ओर से जगदीश टाइटलर और पवन बंसल की आवाज सुनाई दे रही थी ।,बंसल,conj,conj,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s131,1,"यज्ञों, वैदिक मंत्रों और विद्वानों को अलंकृत करने के बीच यह समारोह तीन दिन तक चला और शुक्रवार को मठ के अंदर स्थित समाधि में श्रद्धालुओं के बीच आराधना और पूजा के साथ संपन्न हुआ ।",आराधना,obl,obl,,साथ,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s1317,1,तृणमूल कांग्रेस की अध्यक्ष ममता बनर्जी ने चुनाव आयोग से आज मार्क्सवादी कम्युनिस्ट पार्टी के खिलाफ स्थानीय निकायों और विधानसभा चुनावों में धांधली करने की शिकायत की ।,चुनावों,conj,conj,,में,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1317,1,तृणमूल कांग्रेस की अध्यक्ष ममता बनर्जी ने चुनाव आयोग से आज मार्क्सवादी कम्युनिस्ट पार्टी के खिलाफ स्थानीय निकायों और विधानसभा चुनावों में धांधली करने की शिकायत की ।,निकायों,obl,obl,में,,R2,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s132,1,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",करने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1333,1,अटवाल ने जोर देकर कहा कि सत्तापक्ष और विपक्ष के बीच वह अच्छा तालमेल बिठाने की कोशिश करेंगे ।,विपक्ष,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1333,1,अटवाल ने जोर देकर कहा कि सत्तापक्ष और विपक्ष के बीच वह अच्छा तालमेल बिठाने की कोशिश करेंगे ।,सत्तापक्ष,obl,obl,,के,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s1344,1,ममता बनर्जी ने कहा कि पंजाब और पश्चिम बंगाल का संबंध पुराना रहा है ।,पंजाब,nmod,nmod,,का,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1344,1,ममता बनर्जी ने कहा कि पंजाब और पश्चिम बंगाल का संबंध पुराना रहा है ।,बंगाल,conj,conj,का,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s135,1,मौके पर मौजूद कर्नाटक के एक मठ पीठाधिपति के स्वर्णाहल्ली स्वामी ने आदिस्थानम को अपनी श्रद्धांजलि अर्पित की ।,पीठाधिपति,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1376,1,याचिका के माध्यम से मामले के एक गवाह हरीश दुलानी को बुलाने की मांग की गई थी ।,माध्यम,obl,case,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1379,1,कारगिल के एक धर्मस्थल में धर्मग्रंथ के अपमान को लेकर दो संप्रदायों के बीच झड़पों के बाद लेह और इसके आसपास के इलाकों में कर्फ्यू लगा दिया गया है ।,इलाकों,conj,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1379,1,कारगिल के एक धर्मस्थल में धर्मग्रंथ के अपमान को लेकर दो संप्रदायों के बीच झड़पों के बाद लेह और इसके आसपास के इलाकों में कर्फ्यू लगा दिया गया है ।,लेह,obl,nmod,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1403,1,इसके विरोध में राजग ने लोकसभा से वाकआउट भी किया ।,इसके,nmod,obl,,विरोध,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s1403,1,इसके विरोध में राजग ने लोकसभा से वाकआउट भी किया ।,विरोध,obl,case,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1409,1,बाद में यह मांग ठुकराए जाने के विरोध में विपक्ष ने सदन की कार्यवाही से वाकआउट कर दिया ।,विरोध,obl,mark,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1415,1,उन्होंने सदन को आश्वस्त किया कि पाठक की जांच रिपोर्ट और उस पर कार्यवाही रिपोर्ट को सरकार सदन के पटल पर रखेगी ।,रिपोर्ट,obj,obj,को,,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Karma,yes,no,no,no
dev-s1415,2,उन्होंने सदन को आश्वस्त किया कि पाठक की जांच रिपोर्ट और उस पर कार्यवाही रिपोर्ट को सरकार सदन के पटल पर रखेगी ।,रिपोर्ट,conj,conj,,को,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1470,1,उत्तर प्रदेश में कानून - व्यवस्था को लेकर कांग्रेस सांसद राहुल गांधी के हमले से बौखलाए मुख्यमंत्री मुलायम सिंह यादव ने बृहस्पतिवार को जवाबी हमला करते हुए कहा कि मुंबई और दिल्ली के हालात खराब हैं और दावा किया कि उन्हें सत्ता से हटाना आसान नहीं है ।,दिल्ली,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1470,1,उत्तर प्रदेश में कानून - व्यवस्था को लेकर कांग्रेस सांसद राहुल गांधी के हमले से बौखलाए मुख्यमंत्री मुलायम सिंह यादव ने बृहस्पतिवार को जवाबी हमला करते हुए कहा कि मुंबई और दिल्ली के हालात खराब हैं और दावा किया कि उन्हें सत्ता से हटाना आसान नहीं है ।,मुंबई,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1472,1,"यादव ने कहा कि जो लोग उलटी - सीधी टिप्पणियां कर रहे हैं, उन्हें पहले मुंबई और दिल्ली के हालात देखने चाहिए, जहां अपराध का ग्राफ सबसे ऊपर है ।",दिल्ली,conj,conj,के,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1472,1,"यादव ने कहा कि जो लोग उलटी - सीधी टिप्पणियां कर रहे हैं, उन्हें पहले मुंबई और दिल्ली के हालात देखने चाहिए, जहां अपराध का ग्राफ सबसे ऊपर है ।",मुंबई,nmod,nmod,,के,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1472,1,"यादव ने कहा कि जो लोग उलटी - सीधी टिप्पणियां कर रहे हैं, उन्हें पहले मुंबई और दिल्ली के हालात देखने चाहिए, जहां अपराध का ग्राफ सबसे ऊपर है ।",सबसे,conj,amod,ऊपर,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s1477,1,पूर्व प्रधानमंत्री की भाजपा विधायक और गोंडा से लोकसभा उम्मीदवार घनश्याम शुक्ला की पिछले महीने हुई मौत की जांच को लेकर कुछ शिकायतें थीं ।,गोंडा,conj,nmod,,से,,,no_decision,no_decision,,,no,no,yes,yes
dev-s1477,1,पूर्व प्रधानमंत्री की भाजपा विधायक और गोंडा से लोकसभा उम्मीदवार घनश्याम शुक्ला की पिछले महीने हुई मौत की जांच को लेकर कुछ शिकायतें थीं ।,विधायक,nsubj,obl,से,,,,mapping_hypothesis,mapping_hypothesis,Kartā,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,yes
dev-s1483,1,पर्याप्त बिजली अभाव के मद्देनजर महाराष्ट्र में डेमोक्रेटिक फ्रंट की सरकार ने मंगलवार को चुनाव - पूर्व अपने वादे को अब नहीं निभाने का फैसला किया है ।,चुनाव,obl,compound,पूर्व,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s1511,1,विश्व हिंदू परिषद सुप्रीमो अशोक सिंघल ने कहा है कि दसवें गुरु गुरु गोबिंद सिंह के समय से सिखों का उदय एक अलग धार्मिक समुदाय के रूप में हुआ ।,समय,obl,case,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",आने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",बस,conj,obl,,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",मेट्रो,obl,nmod,पर,,R3,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1540,1,विहिप नेता आचार्य गिरिराज किशोर और प्रवीण तोगड़िया ने आडवाणी के इस्तीफे की वापसी की आलोचना करते कहा कि आडवाणी की अध्यक्ष पद पर वापसी नहीं होनी चाहिए थी ।,किशोर,nsubj,nsubj,,ने,,R1,mapping_hypothesis,confirmed,Kartā,Kartā,yes,no,no,no
dev-s1540,1,विहिप नेता आचार्य गिरिराज किशोर और प्रवीण तोगड़िया ने आडवाणी के इस्तीफे की वापसी की आलोचना करते कहा कि आडवाणी की अध्यक्ष पद पर वापसी नहीं होनी चाहिए थी ।,तोगड़िया,conj,conj,ने,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1559,1,बीएसएनएल सूत्रों ने बताया कि 14 फरवरी को दिल्ली में बीएसएनएल बोर्ड और बीएसएनएल यूनियन की संयुक्त बैठक हुई ।,बोर्ड,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1559,1,बीएसएनएल सूत्रों ने बताया कि 14 फरवरी को दिल्ली में बीएसएनएल बोर्ड और बीएसएनएल यूनियन की संयुक्त बैठक हुई ।,यूनियन,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1574,1,इंफाल में असम राइफल के कर्मी द्वारा मनोरमा देवी की तथाकथित हत्या के विरोध में अनेक महिलाओं द्वारा शुक्रवार को कर्फ्र्यू तोड़ने और जुलूस निकालने की कोशिश के दौरान हिंसा भड़कने से कई लोग घायल हो गए ।,विरोध,case,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1576,1,सरकारी सूत्रों ने कहा कि लोग 10 जुलाई को मनोरमा देवी की हत्या के विरोध में कर्फ्र्यू तोड़ कर जुलूस निकालने की कोशिश कर रहे थे ।,विरोध,case,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1579,2,पुलिस की इस कार्रवाई में छिंगमारोंग इलाके में दो महिलाएँ और कोंगबा इलाके में चार लोग गंभीर रूप से घायल हुए हैं ।,इलाके,nmod,conj,में,,,,no_decision,no_decision,,,no,no,yes,yes
dev-s1579,1,पुलिस की इस कार्रवाई में छिंगमारोंग इलाके में दो महिलाएँ और कोंगबा इलाके में चार लोग गंभीर रूप से घायल हुए हैं ।,महिलाएँ,obj,nsubj,,में,,,mapping_hypothesis,mapping_hypothesis,Karma,Kartā,no,no,yes,yes
dev-s1588,2,बाद में इसकी एकल निविदा आयोजित की गई ताकि भाजपा सांसदों और भाजपा से करीबी रहने वाले लोगों को इन्हें खरीदने में आसानी हो ।,भाजपा,obl,conj,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1588,1,बाद में इसकी एकल निविदा आयोजित की गई ताकि भाजपा सांसदों और भाजपा से करीबी रहने वाले लोगों को इन्हें खरीदने में आसानी हो ।,सांसदों,nmod,obl,,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,no,no,no
dev-s1607,1,"लेकिन इसके बाद भी शहाबुद्दीन व उनके रिश्तेदारों ने पुलिस को दस हथियार नहीं सौंपे थे, जिस पर पुलिस ने उनके, उनकी पत्नी, पिता और भाई के खिलाफ थाने में मामला दर्ज कराया था ।",रिश्तेदारों,conj,conj,ने,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1607,1,"लेकिन इसके बाद भी शहाबुद्दीन व उनके रिश्तेदारों ने पुलिस को दस हथियार नहीं सौंपे थे, जिस पर पुलिस ने उनके, उनकी पत्नी, पिता और भाई के खिलाफ थाने में मामला दर्ज कराया था ।",शहाबुद्दीन,nsubj,nsubj,,ने,,R1,mapping_hypothesis,confirmed,Kartā,Kartā,yes,no,no,no
dev-s1610,1,"सीवान पुलिस ने शहाबुद्दीन के खिलाफ छह मामलों में आरोप दाखिल किए हैं, जिनमें से एक मामले में पिछले वर्ष अप्रैल में उनके प्रतापपुर स्थित आवास पर छापे के दौरान विदेश निर्मित हथियारों और पाकिस्तान की एक शस्र फैक्ट्री की मोहर वाले कारतूसों की बरामदगी के आधार पर राजद्रोह का आरोप लगाया गया है ।",कारतूसों,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1610,1,"सीवान पुलिस ने शहाबुद्दीन के खिलाफ छह मामलों में आरोप दाखिल किए हैं, जिनमें से एक मामले में पिछले वर्ष अप्रैल में उनके प्रतापपुर स्थित आवास पर छापे के दौरान विदेश निर्मित हथियारों और पाकिस्तान की एक शस्र फैक्ट्री की मोहर वाले कारतूसों की बरामदगी के आधार पर राजद्रोह का आरोप लगाया गया है ।",हथियारों,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1612,1,भारत जल्द ही विदेशों में काम कर रहे भारतीय नागरिकों को पेश आ रही आव्रजन संबंधी समस्याओं और स्वदेश में वापसी की निवेश योजनाओं में सहयोग के लिए पाँच देशों में विशेष कार्यालय खोलेगा ।,समस्याओं,obl,obl,के,,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s1612,1,भारत जल्द ही विदेशों में काम कर रहे भारतीय नागरिकों को पेश आ रही आव्रजन संबंधी समस्याओं और स्वदेश में वापसी की निवेश योजनाओं में सहयोग के लिए पाँच देशों में विशेष कार्यालय खोलेगा ।,सहयोग,conj,obl,,के,,,no_decision,mapping_hypothesis,,Adhikaraṇa|Apādāna|Karaṇa,no,no,yes,no
dev-s162,1,"राष्ट्रपति, प्रधानमंत्री व मुख्य न्यायाधीश को इससे बाहर रखा जाएगा ।",इससे,obl,obl,,बाहर,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s1621,1,"कानून में संशोधन के जरिए विदेशों में रोज़गार, शिक्षा या अन्य कारणों से रह रहे भारतीय नागरिकों को भारत स्थित अपने वास्तविक निवास के आधार पर मतदाता सूची में अपना नाम डलवाने और मताधिकार प्रयोग का अधिकार होगा ।",प्रयोग,conj,nmod,,का,,,no_decision,no_decision,,,no,no,yes,yes
dev-s1625,1,इस अवसर पर उन्होंने वनों एवं परती भूमि के विकास के लिए 21 लोगों और संस्थाओं को इंदिरा प्रियदर्शिनी वृक्ष मित्र पुरस्कार भी प्रदान किए ।,लोगों,iobj,iobj,,को,,R5,mapping_hypothesis,ambiguous,Sampradāna,Karma|Sampradāna,yes,no,no,no
dev-s1625,1,इस अवसर पर उन्होंने वनों एवं परती भूमि के विकास के लिए 21 लोगों और संस्थाओं को इंदिरा प्रियदर्शिनी वृक्ष मित्र पुरस्कार भी प्रदान किए ।,संस्थाओं,conj,conj,को,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s1629,1,पुरस्कार स्वरूप एक लाख रुपये नक़द और प्रशस्ति पत्र प्रदान किये गये ।,पुरस्कार,obl,nmod,स्वरूप,,,,mapping_hypothesis,no_decision,Adhikaraṇa|Apādāna|Karaṇa,,no,no,yes,no
dev-s167,1,जेएमएम प्रकरण के बाद संसद सदस्यों व निर्वाचित प्रतिनिधियों को लोक सेवक करार दिया जा चुका है और उनसे उसी किस्म की ईमानदारी की उम्मीद की जाती है ।,प्रतिनिधियों,conj,conj,को,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s167,1,जेएमएम प्रकरण के बाद संसद सदस्यों व निर्वाचित प्रतिनिधियों को लोक सेवक करार दिया जा चुका है और उनसे उसी किस्म की ईमानदारी की उम्मीद की जाती है ।,सदस्यों,iobj,iobj,,को,,R5,mapping_hypothesis,ambiguous,Sampradāna,Karma|Sampradāna,yes,no,no,no
dev-s177,1,"लेकिन हम लोगों का मानना है कि राष्ट्रपति, प्रधानमंत्री और मुख्य न्यायाधीश को कम से कम इससे बाहर होना चाहिए ।",इससे,obl,obl,,बाहर,,,mapping_hypothesis,mapping_hypothesis,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,yes,yes
dev-s177,1,"लेकिन हम लोगों का मानना है कि राष्ट्रपति, प्रधानमंत्री और मुख्य न्यायाधीश को कम से कम इससे बाहर होना चाहिए ।",न्यायाधीश,conj,conj,,को,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s177,1,"लेकिन हम लोगों का मानना है कि राष्ट्रपति, प्रधानमंत्री और मुख्य न्यायाधीश को कम से कम इससे बाहर होना चाहिए ।",राष्ट्रपति,nsubj,nsubj,को,,,,mapping_hypothesis,mapping_hypothesis,Kartā,Kartā,yes,no,yes,yes
dev-s184,1,"भारद्वाज का मानना है कि सीवीसी सीबीआई के निदेशक और प्रवर्तन निदेशालय के निदेशकों की नियुक्ति का अनुमोदन करने का अधिकार रखता है, लेकिन उसके पास उतने कानूनी अधिकार नहीं हैं ।",निदेशक,nmod,nmod,की,,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s184,1,"भारद्वाज का मानना है कि सीवीसी सीबीआई के निदेशक और प्रवर्तन निदेशालय के निदेशकों की नियुक्ति का अनुमोदन करने का अधिकार रखता है, लेकिन उसके पास उतने कानूनी अधिकार नहीं हैं ।",निदेशकों,conj,conj,,की,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s186,1,भारद्वाज का कहना है कि वह व्यापक लोकपाल विधेयक के जरिए इसे संपूर्ण बनाना चाहते हैं जिसमें आम लोग भी प्रशासनिक स्तर पर अपने काम रुकने या भ्रष्टाचार की शिकायतें कर सकें ।,भ्रष्टाचार,conj,nmod,,की,,,no_decision,no_decision,,,no,no,yes,yes
dev-s187,1,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,लिमिटेड,nsubj,iobj,द्वारा,,,,mapping_hypothesis,mapping_hypothesis,Kartā,Sampradāna,no,no,yes,yes
dev-s187,2,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,लिमिटेड,conj,conj,,द्वारा,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s194,1,दूरसंचार सेवा मुहैया कराने वाली टाटा टेलिसर्विस लिमिटेड और रिलायंस इंफोकॉम ने बाजार में कुछ समय पहले फिक्सड वायरलेस फोन उतारे थे ।,इंफोकॉम,conj,conj,,ने,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s194,1,दूरसंचार सेवा मुहैया कराने वाली टाटा टेलिसर्विस लिमिटेड और रिलायंस इंफोकॉम ने बाजार में कुछ समय पहले फिक्सड वायरलेस फोन उतारे थे ।,लिमिटेड,nsubj,nsubj,ने,,R1,,confirmed,mapping_hypothesis,Kartā,Kartā,yes,no,no,no
dev-s21,1,महापरिनिर्वाण मंदिर से कुछ दूर आगे माथा कुँवर का मंदिर है ।,कुछ,det,det,,दूर,,,no_decision,no_decision,,,yes,no,yes,yes
dev-s227,1,सीटों के तालमेल का फैसला सोरेन व सोनिया गांधी के बीच हुई मुलाकात के बाद लिया गया ।,गांधी,conj,conj,के,बीच,,,no_decision,no_decision,,,yes,no,yes,yes
