pattern_id,sent_id,sentence_text,token_form,gold_karaka,mapper_candidates,deprel,case_marker,final_candidates,verifier_rule_id
adhikarana_nmod_mein,dev-s202,मोहम्मद अली जिन्ना पर की गई टिथी से उठे विवाद में भाजपा पूरी तरह लालकृष्ण आडवाणी के साथ खड़ी है ।,विवाद,Adhikarana,,nmod,में,,
adhikarana_nmod_mein,dev-s230,जबकि झारखंड मुक्ति मोर्चा की ओर से इस बैठक में शिबू सोरेन व स्टीफन मरांडी शामिल थे ।,बैठक,Adhikarana,,nmod,में,,
adhikarana_nmod_mein,dev-s242,"अदालत ने बार काउंसिल की इस दलील को खारिज कर दिया कि धार्मिक कार्यो को अंजाम देना भी एक पेशा है, लिहाजा पादरी, नन और संन्यासिन कानूनी पेशे में प्रवेश के अधिकारी नहीं हैं ।",पेशे,Adhikarana,,nmod,में,,
adhikarana_nmod_mein,dev-s275,पार्टी में आम राय थी कि जांच के वक्त विदेश मंत्रालय नटवर सिंह के पास नहीं होना चाहिए ।,पार्टी,Adhikarana,,nmod,में,,
karta_obj_blank,dev-s13,"यह मंदिर उसी स्‍थान पर बनाया गया है, जहाँ से यह मूर्ति निकाली गई थी ।",मंदिर,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s13,"यह मंदिर उसी स्‍थान पर बनाया गया है, जहाँ से यह मूर्ति निकाली गई थी ।",मूर्ति,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s32,हालाँकि स्‍थानीय वाशिंदों में यह रामाभार स्‍तूप के नाम से ही आज भी जाना जाता है ।,यह,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s83,"प्रागैतिहासिक काल से ऋषि - मुनियों और साधक, परिव्राजकों को यह आकर्षित करता आ रहा है ।",यह,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s133,"हालांकि इस बार जयेंद्र सरस्वती की गैरमौजूदगी मौके पर मौजूद विशिष्ट व्यक्तियों के बीच चर्चा का विषय जरूर रही, लेकिन देश भर से आने वाले श्रद्धालुओं की संख्या में कोई कमी नहीं देखी गई ।",कमी,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s146,"अपने तर्क के समर्थन में उन्होंने योजना आयोग के नजरिए का उल्लेख करते हुए कहा कि ट्रैकों की लंबाई, वृहद क्षेत्रफल और भारी आबादी को देखते हुए चीन और भारत की रेल प्रणाली में खासी समानताएं हैं ।",समानताएं,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s154,बजट का प्रावधान केवल उन क्षेत्रों तक ही सीमित होना चाहिए जो कि वाणिज्यिक संस्थान प्रायोजित नहीं करना चाहता ।,संस्थान,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s171,उन्होंने कहा कि मंत्रियों की समिति न्यायाधीश की राय नहीं लेगी और स्वतंत्र रूप से अपने सुझाव देगी ।,सुझाव,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s197,आपके सेलफोन पर वायरस हमला कर सकते हैं ।,वायरस,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s205,उन्होंने आरोप लगाया कि आडवाणी ने जो कुछ कहा उसके गलत अर्थ निकाले गए हैं ।,अर्थ,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s213,दूसरी ओर भाजपा की तेजतर्रार नेता उमा भारती ने कहा कि आडवाणी के इस्तीफे और पाकिस्तान में की गई उनकी टिप्पणियों से जुड़े मुद्दे पर बहस की जरूरत है ।,जरूरत,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s315,राष्ट्रीय जनता दल के अध्यक्ष व रेल मंत्री लालू प्रसाद यादव ने कहा है कि गोधरा मामले की फाइल दोबारा खोलने के विरोध में ही विपक्ष उन पर दबाव बना रहा है ।,फाइल,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s319,"उन्होंने कहा कि पिछली सरकार में भी कई मंत्रियों के खिलाफ आपराधिक मामले थे, लेकिन तत्कालीन प्रधानमंत्री ने इसे अपना विशेषाधिकार बताया था ।",मामले,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s333,लालू ने कहा कि जयललिता और उमा भारती के खिलाफ भी आरोप हैं लेकिन वे अपने पदों पर बनी हैं ।,आरोप,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s495,वर्ष २००३ - ०४ में टेलीफोन कनेक्शन में तकरीबन ४० फीसदी वृद्धि दर्ज करने के बाद सर्वे में यह उम्मीद जताई गई है कि वर्ष २००४ - ०५ में यदि इसी गति से बढ़ोतरी हुई तो वर्ष २००५ - ०६ के अंत तक ग्राहकों की संख्या १५ करोड़ तक पहुंच जाएगी ।,उम्मीद,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s531,सर्वे में कहा गया है कि उच्च शिक्षा की फीस बढ़ाने की जरूरत है ।,जरूरत,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s556,"मंत्री ने बताया कि दूसरे और तीसरे बैच का प्रशिक्षण क्रमशः २० सितंबर, २००४ और ३ मार्च, २००५ से शुरू किए जाने की बात है ।",बात,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s619,पासवान ने कहा कि उनके मन में चुनाव आयोग के प्रति काफी इज्जत है ।,इज्जत,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s640,सेना की जबावी कार्रवाई में तीन आतंकी मारे गए ।,आतंकी,Karta,Karma,obj,,Karma,
karta_obj_blank,dev-s661,उनका कहना है कि कई ऐसी फसलें भी हैं जिनका मूल्य किसानों को मिल नहीं पाता है और इसके लिए सरकार को पहल करनी होगी ।,फसलें,Karta,Karma,obj,,Karma,
karma_nsubj_blank,dev-s62,इसमें कछुओं और बतख के साथ ही मछलियों को अठखेलियाँ करते देखना बहुत अच्‍छा लगता है ।,देखना,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s133,"हालांकि इस बार जयेंद्र सरस्वती की गैरमौजूदगी मौके पर मौजूद विशिष्ट व्यक्तियों के बीच चर्चा का विषय जरूर रही, लेकिन देश भर से आने वाले श्रद्धालुओं की संख्या में कोई कमी नहीं देखी गई ।",विषय,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s154,बजट का प्रावधान केवल उन क्षेत्रों तक ही सीमित होना चाहिए जो कि वाणिज्यिक संस्थान प्रायोजित नहीं करना चाहता ।,जो,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s192,गौरतलब है कि लोकल फिक्सड फोन पर एडीसी नहीं देनी पड़ती है ।,एडीसी,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s258,यह विभाग अब वह खुद देखेंगे ।,विभाग,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s341,उन्होंने कहा कि उपग्रह के चित्रों से भी यह पता चला है कि पाकिस्तानी सेना ने इस चौकी पर अपना कब्जा जमाया हुआ है ।,यह,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s342,ब्रितानी हुकूमत की ग्रीष्मकालीन राजधानी रही शिमला की शीतल बयार में फुरसत के दिन गुजारने आई प्रियंका गांधी वढेरा ने सोमवार को रिट्रीट के दीदार करने की हसरत पूरी कर ली ।,राजधानी,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s376,प्राप्त सूत्रों के अनुसार घाटी के ऊंचे क्षेत्रों में ड्रिलबु पीक व संमजोतर पीक में हल्का हिमपात होने से घाटी के तापमान पर काफी गिरावट दर्ज की गई जिससे घाटी के लोगों ने पुनः गर्म कपड़ों को पहनना शुरू कर दिया ।,हिमपात,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s392,इसके लिए प्रस्ताव पर चर्चा शुरू होने वाली है ।,चर्चा,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s414,"इसमें बुनियादी, कृषि और सामाजिक क्षेत्रों में सार्वजनिक निवेश भी शामिल है ।",निवेश,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s431,गृह मंत्रालय ने धमकी भरे फोन मिलने की शिकायत के बाद अनिल को पिछले महीने ही सुरक्षा प्रदान की थी ।,फोन,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s436,पूर्वी दिल्ली जिला पुलिस कार्यालय परिसर से सटे भोलानाथ नगर स्थित तिमंजिला हौज़री फैक्टरी में आग लगने से 12 कारीगर काल के गाल में समा गए ।,आग,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s439,फैक्टरी में लाखों रुपये का सामान जलकर राख हो गया ।,सामान,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s455,फैक्टरी से आग की लपटें बराबर के मकानों तक पहुंचने लगीं तो लोगों में खलबली मच गई ।,लपटें,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s456,मकान नंबर 1993ए निवासी मंगल सेन जैन तथा 1993बी निवासी राजीव जैन ने बताया कि आग की वजह से उनके मकानों की दीवारों में दरार आ गई और ऊपरी हिस्सा टूट गया ।,दरार,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s503,हालांकि मोबाइल फोन के मामले में सार्वजनिक क्षेत्र के ग्राहकों की संख्या २६.४ लाख से बढ़कर ६० लाख हो गई है ।,संख्या,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s518,इन राज्यों में मानसून प्रवेश करने में कुछ दिन और लगेंगे ।,मानसून,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s589,भनक लगते ही कार में बैठे दोनों व्यक्ति भागने लगे ।,भनक,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s837,पुल टूटने के पीछे यांत्रिक कमी बताई गई है ।,पुल,Karma,Kartā,nsubj,,Kartā,
karma_nsubj_blank,dev-s838,खारो में निर्माणाधीन पुल के क्षतिग्रस्त होने से किन्नौर जिले में जनजीवन के पटरी पर लौटने में अब और भी समय लगेगा ।,समय,Karma,Kartā,nsubj,,Kartā,
karma_obl_se,dev-s19,"मंदिर परिसर से लगा काफी बड़ा सा पार्क है, जहाँ पर्यटकों का जमावड़ा लगा रहता है ।",परिसर,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s110,"नवाज शरीफ ने जेद्दा में एक अमेरिकी टेलीविजन चैनल से बातचीत करते हुए कहा कि उनकी सरकार भारत से समान संप्रभु भागीदार की हैसियत से बातचीत करती थी, लेकिन परवेज मुशर्रफ की नीति इसके उलट है ।",भारत,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s189,प्राधिकरण ने इसके लिए १३ जनवरी तक दोनों पक्षों से जवाब देने को कहा है ।,पक्षों,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s208,आडवाणी से बयान वापस लेने की मांग करने वाले संघ ने उन पर इस्तीफे के लिए किसी तरह का दबाव डालने के आरोप से इनकार किया ।,आरोप,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s219,कांग्रेस - झामुमो के समझौते से बौखलाए राजद प्रवक्ता ने इसे सरासर विश्वासघात बताया है ।,समझौते,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s249,इसलिए उन्हें किसी पेशे से जुड़ा नहीं माना जा सकता ।,पेशे,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s252,उन्होंने कहा कि पिछले एक सप्ताह से वे अदालत द्वारा अपने पक्ष में फैसला दिए जाने के लिए ईश्वर से प्रार्थना कर रही थी ।,ईश्वर,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s285,उन्होंने कहा कि पॉल वोल्कर ने जब खुद स्वीकार किया कि उन्होंने कोफी अन्नान को संकट से उबारने के लिए इसकी भाषा में फेरबदल किया तो इससे इसकी गंभीरता का अंदाजा लगाया जा सकता है ।,संकट,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s353,वह उस हेलीपैड को निहारना भी नहीं भूलीं जिसकी यादें उनके पिता के शौक से जुड़ी हैं ।,शौक,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s396,श्री रिजवी बताते हैं कि समाधान प्रस्ताव सभी संबंधित पक्षों से विचार - विमर्श किया जाएगा तथा अंतिम तौर पर शंकराचार्य जी महाराज और ऑल इंडिया मुस्लिम पर्सनल लॉ बोर्ड के अध्यक्ष मौलाना नदवी साहब ही समाधान प्रस्ताव पर निर्णय करेंगे ।,पक्षों,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s435,अनिल ने इसमें लिखा है कि आरोपों की गंभीरता को देखते हुए वह एक सक्षम सरकारी एजेंसी से मामले की तत्काल जांच के आदेश देने का अनुरोध करते हैं ।,एजेंसी,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s436,पूर्वी दिल्ली जिला पुलिस कार्यालय परिसर से सटे भोलानाथ नगर स्थित तिमंजिला हौज़री फैक्टरी में आग लगने से 12 कारीगर काल के गाल में समा गए ।,परिसर,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s532,अच्छे मानसून के कारण खाद्यान्नों की पैदावार २००२ - ०३ के १७.४२ करोड़ टन से बढ़ कर २००३ - ०४ के २१.०८ करोड़ टन पहुंच गई ।,टन,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s694,"लेकिन जवाब से संतुष्ट नहीं होने पर अदालत ने अटॅर्नी जनरल मिलन बनर्जी, एडिशनल सॉलीसिटर जनरल गोपाल सुब्रह्मण्यम् और पूर्व अटॅर्नी जनरल सोली जे. सोराबजी से राय ली ।",जवाब,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1084,अखबार की रिपोर्ट के बाद विद्रोहियों की ओर से प्रभाकरन के नाम से श्रीलंका के सुनामी प्रभावित इलाकों में अंतर्राष्ट्रीय मदद की अपील की गई थी ।,नाम,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1092,पूरा देश इस समय दैवी आपदा से जूझ रहा है और दुख की बात है कि सरकार का जिम्मेदार मीडिया ही अफवाह फैलाकर लोगों को गुमराह करने में लगा है ।,आपदा,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1100,पार्टी के संस्थापक महंत अब इस झटके से उबर चुके हैं और उन्होंने पार्टी नेतृत्व पर हमला तेज कर दिया है ।,झटके,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1125,ये आदिवासी महाराष्ट्र से सटे छत्तीसगढ़ के जंगलों में रहते हैं ।,महाराष्ट्र,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1159,शिकायत के बाद कल शाम से बेउर जेल में एक कार्यकारी मजिस्ट्रेट को भीड़ से निपटने के लिए तैनात कर दिया गया है ।,भीड़,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
karma_obl_se,dev-s1166,उन्होंने परिस्थिति से निपटने के लिए मजिस्ट्रेट की निगरानी में अतिरिक्त पुलिस बल तैनात करने की भी माँग की है ।,परिस्थिति,Karma,Adhikaraṇa|Apādāna|Karaṇa,obl,से,Karaṇa|Apādāna,R4
