sent_id,occurrence_index,sentence_text,token_form,gold_deprel,stanza_deprel,gold_case_marker,stanza_case_marker,gold_verifier_rule_id,stanza_verifier_rule_id,gold_final_decision,stanza_final_decision,gold_final_candidates,stanza_final_candidates,deprel_agree,case_marker_agree,rule_id_agree,final_decision_agree
dev-s1175,1,"मछुआरों के अनुसार, इसके अलावा समुद्र से घिरे तट भी बीस - बीस मीटर तक समुद्र ने अपने आगोश में ले लिए हैं ।",समुद्र,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1180,1,उन्होंने बताया कि आमतौर पर चक्रवात या बाढ़ आने पर मछुआरों को मछलियाँ ज्यादा मिलती हैं ।,मछुआरों,nsubj,iobj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1185,2,दूसरा अध्ययन समुद्री विभाग कराएगा जिसमें सुनामी के प्रभाव के तौर पर समुद्री जीवन व जल की गुणवत्ता के प्रभाव पर गहन विचार - विमर्श होगा ।,प्रभाव,conj,obl,पर,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1188,1,बृहस्पतिवार को विदेश मंत्रालय के प्रवक्ता नवतेज सरना ने कहा कि नेपाल गंभीर चुनौतियों से जूझ रहा है ।,चुनौतियों,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s119,1,"शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",१९९९,obj,obl,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Adhikaraṇa|Apādāna|Karaṇa,no,yes,no,no
dev-s1190,1,सरना ने एक बयान में कहा कि नेपाल में चुनाव ऐसे समय में हुए जब बड़ी राजनीतिक पार्टियों ने उनकी गतिविधियों पर रोक लगाए जाने के कारण इसके बायकॉट का ऐलान किया था और इन पार्टियों के नेताओं की गिरफ्तारी और हिरासत में लिया जाना जारी है ।,पार्टियों,nsubj:pass,nsubj,ने,ने,,R1,no_decision,confirmed,,Kartā,no,yes,no,no
dev-s1211,1,"अल्पसंख्यकों के हितों के लिए काम करने और विश्व का ध्यान उनकी समस्याओं की ओर खींचने के लिए श्रीलंका, पाकिस्तान और बांग्लादेश के अल्पसंख्यक समुदायों ने कोशिशें तेज कर दी हैं, लेकिन नेपाल को लेकर आशंका अब भी बनी हुई है ।",नेपाल,nsubj,obj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1217,1,आनंद बताते हैं कि नेपाल की जनजातियों व अल्पसंख्यकों ने अलग - अलग मोर्चे बनाकर अपनी स्वायत्तता के खिलाफ जनांदोलन छेड़ रखा है ।,जनजातियों,nsubj,nsubj,,ने,,R1,mapping_hypothesis,confirmed,Kartā,Kartā,yes,no,no,no
dev-s1223,1,वायुसेना के उपाध्यक्ष एअर मार्शल एस. के. मलिक ने २४ स्क्वॅड्रन से एसयू - ३० को और आगरा स्थित मिड एअर रीफ्यूलिंग स्क्वॅड्रन से आईएल - ७८ को झंडी दिखा कर रवाना किया ।,स्क्वॅड्रन,nmod,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1223,1,वायुसेना के उपाध्यक्ष एअर मार्शल एस. के. मलिक ने २४ स्क्वॅड्रन से एसयू - ३० को और आगरा स्थित मिड एअर रीफ्यूलिंग स्क्वॅड्रन से आईएल - ७८ को झंडी दिखा कर रवाना किया ।,७८,conj,iobj,को,को,,R5,no_decision,ambiguous,,Karma|Sampradāna,no,yes,no,no
dev-s1224,1,इस मौके पर एअर मार्शल मलिक ने वायुसैनिकों से बेहतर अभ्यास कर भारतीय वायु सेना की प्रतिष्ठा बढ़ाने का आह्वान किया ।,वायुसैनिकों,iobj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Sampradāna,Karaṇa|Apādāna,no,yes,no,no
dev-s1231,1,उन्होंने कहा कि हमारे वायुसेनाकर्मी फ्रांस के अनुभवों से सीख रहे हैं ।,अनुभवों,obl,obj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Karma,no,yes,no,no
dev-s1239,1,नारायणन का शुरुआती जीवन संघर्षो से भरा रहा ।,संघर्षो,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s124,1,उन्होंने कहा कि इसके पीछे पाकिस्तान और उसके परमाणु कार्यक्रम को निशाना बनाने का उद्देश्य छिपा हुआ है ।,कार्यक्रम,conj,obj,को,को,,R5,no_decision,ambiguous,,Karma|Sampradāna,no,yes,no,no
dev-s1241,1,"मध्य केरल के उझवुर में २७ अक्टूबर, १९२० को एक दलित परिवार में जन्मे नारायणन सात भाई - बहनों में चौथे नंबर पर थे ।",उझवुर,obl,nmod,में,में,R2,,confirmed,no_decision,Adhikaraṇa,,no,yes,no,no
dev-s1267,1,सूत्रों का कहना है कि सरकार के पास इस वक्त कुछ और रक्षा सौदे बीच रास्ते में ही लटके पड़े हैं ।,रास्ते,obl,obl,बीच,में,,R2,mapping_hypothesis,confirmed,Adhikaraṇa|Apādāna|Karaṇa,Adhikaraṇa,yes,no,no,no
dev-s1280,1,"दिल्ली में चांदी हाजिर, ९९९ टंच का दाम ९० रुपये उछलकर ११२२० रुपये प्रति किलो पर पहुंच गया ।",किलो,obl,conj,पर,पर,R3,,confirmed,no_decision,Adhikaraṇa,,no,yes,no,no
dev-s1284,1,जब यह मामला उठा तो उस समय कांग्रेस के कम सांसद सदन में थे लेकिन उनकी मदद को रेल मंत्री लालू प्रसाद यादव व राजद के सांसद फौरन आगे आए ।,मदद,obl,obj,को,को,,R5,mapping_hypothesis,ambiguous,Adhikaraṇa|Apādāna|Karaṇa,Karma|Sampradāna,no,yes,no,no
dev-s130,1,शंकररमन हत्याकांड के सिलसिले में ११ नवंबर को गिरफ्तार होने के बाद से शंकराचार्य न्यायिक हिरासत में हैं और वेल्लूर जेल में बंद हैं ।,होने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1317,1,तृणमूल कांग्रेस की अध्यक्ष ममता बनर्जी ने चुनाव आयोग से आज मार्क्सवादी कम्युनिस्ट पार्टी के खिलाफ स्थानीय निकायों और विधानसभा चुनावों में धांधली करने की शिकायत की ।,निकायों,obl,obl,में,,R2,,confirmed,mapping_hypothesis,Adhikaraṇa,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1319,2,माकपा के खिलाफ शिकायतों और आरोपों का पिटारा लेकर चुनाव आयोग पहुंची ममता ने चुनाव आयोग से इस मामले की जांच के लिए विशेष पर्यवेक्षक भेजने की मांग की है ।,आयोग,obl,iobj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Sampradāna,no,yes,no,no
dev-s132,1,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",करने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1327,1,पंजाब विधानसभा के पूर्व स्पीकर और शिरोमणि अकाली दल के सांसद व दलित नेता चरणजीत सिंह अटवाल को लोकसभा के उपाध्यक्ष पद पर सर्वसम्मति से चुन लिया गया है ।,अटवाल,obj,conj,को,को,R5,,ambiguous,no_decision,Karma|Sampradāna,,no,yes,no,no
dev-s1341,1,सोनिया गांधी ने उम्मीद जताई कि सदन को उनके मार्गदर्शन और अनुभव का लाभ मिलता रहेगा ।,सदन,nsubj,iobj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1350,1,वामदलों समेत कई पार्टियों के सदस्यों ने कहा कि किसान समुदाय के लिए संस्थागत ऋणों में वृद्धि भारी कर्ज के नीचे दबे किसानों की मदद नहीं करेगी ।,ऋणों,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1351,1,इस पर वित्त मंत्री ने कहा कि फार्म पैकेज का उद्देश्य अधिक से अधिक संख्या में किसानों को वित्त संस्थानों के तहत लाना है ।,संख्या,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1355,1,वित्त मंत्री इस पैकेज को लागू करने के लिए निगरानी संबंधी कोई आयोग गठित करने के सुझाव से सहमत नहीं हुए ।,सुझाव,obl,obj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Karma,no,yes,no,no
dev-s1376,1,याचिका के माध्यम से मामले के एक गवाह हरीश दुलानी को बुलाने की मांग की गई थी ।,माध्यम,obl,case,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1379,1,कारगिल के एक धर्मस्थल में धर्मग्रंथ के अपमान को लेकर दो संप्रदायों के बीच झड़पों के बाद लेह और इसके आसपास के इलाकों में कर्फ्यू लगा दिया गया है ।,इलाकों,conj,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1379,1,कारगिल के एक धर्मस्थल में धर्मग्रंथ के अपमान को लेकर दो संप्रदायों के बीच झड़पों के बाद लेह और इसके आसपास के इलाकों में कर्फ्यू लगा दिया गया है ।,लेह,obl,nmod,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1382,1,कश्मीर रेंज के पुलिस महानिरीक्षक के. राजेंद्र ने लेह से बताया कि राज्य पुलिस ने झड़पों के सिलसिले में अभी तक ३१ लोगों को गिरफ्तार किया है ।,लेह,obl,iobj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Sampradāna,no,yes,no,no
dev-s1395,1,"बुश ने कहा था कि वह कश्मीर मुद्दे पर मध्यस्थता नहीं करेंगे, लेकिन समस्या के हल के लिए दोनों देशों को लगातार प्रोत्साहित करते रहेंगे ।",देशों,iobj,nsubj,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Kartā,no,yes,no,no
dev-s1403,1,इसके विरोध में राजग ने लोकसभा से वाकआउट भी किया ।,विरोध,obl,case,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1408,1,उन्होंने कहा कि अनिल मथेरानी ने अब एक नई बात कही है कि कांग्रेस पार्टी को इस बारे में पहले से पता था ।,पहले,nmod,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1409,1,बाद में यह मांग ठुकराए जाने के विरोध में विपक्ष ने सदन की कार्यवाही से वाकआउट कर दिया ।,विरोध,obl,mark,में,,R2,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1415,1,उन्होंने सदन को आश्वस्त किया कि पाठक की जांच रिपोर्ट और उस पर कार्यवाही रिपोर्ट को सरकार सदन के पटल पर रखेगी ।,रिपोर्ट,obj,obj,को,,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Karma,yes,no,no,no
dev-s1427,1,इसी तरह भूख से मौत के मामलों को आयोग ने गंभीरता से लिया है और इसके लिए राज्य सरकारों को आवश्यक निर्देश जारी किया गया है ।,भूख,obl,nmod,से,से,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,yes,no,no
dev-s1430,1,देश के सभी जेलों में क्षमता से अधिक कैदी हैं ।,क्षमता,nmod,obl,से,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,yes,no,no
dev-s1446,1,अगर अल्लाह के शुक्र से इस समस्या का समाधान हो गया तो सभी जेहादी संगठनों को बोरिया बिस्तर बांधना होगा ।,संगठनों,obj,nsubj,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Kartā,no,yes,no,no
dev-s1468,1,ये जवान इस क्षेत्र में नक्सली विरोधी अभियान को अंजाम देने वाले दल का हिस्सा थे ।,क्षेत्र,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1496,1,लेकिन अंतर्राष्ट्रीय स्तर की कोई तकनीक न होने के कारण अकसर अधिकारियों को मिलावट करने वाले के खिलाफ कार्रवाई करने में दिक्कत होती थी ।,अधिकारियों,nsubj,obj,को,को,,R5,mapping_hypothesis,ambiguous,Kartā,Karma|Sampradāna,no,yes,no,no
dev-s1511,1,विश्व हिंदू परिषद सुप्रीमो अशोक सिंघल ने कहा है कि दसवें गुरु गुरु गोबिंद सिंह के समय से सिखों का उदय एक अलग धार्मिक समुदाय के रूप में हुआ ।,समय,obl,case,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1515,1,पंजाब अधिकार मंच की ओर से मिली एक शिकायत के मद्देनजर सिंह ने लिखकर सिंघल से इस मुद्दे पर 'पक्का बयान' चाहा था ।,सिंघल,obl,iobj,से,से,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Sampradāna,no,yes,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",आने,obl,obl,से,,R4,,ambiguous,mapping_hypothesis,Karaṇa|Apādāna,Adhikaraṇa|Apādāna|Karaṇa,yes,no,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",बस,conj,obl,,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1521,1,"वहीं, मेट्रो और डबल डेकर बस पर हुए विस्फोटों में अलकायदा का हाथ सामने आने के बाद से मुस्लिमों के खिलाफ गुस्सा भड़क गया है ।",मेट्रो,obl,nmod,पर,,R3,,confirmed,no_decision,Adhikaraṇa,,no,no,no,no
dev-s1540,1,विहिप नेता आचार्य गिरिराज किशोर और प्रवीण तोगड़िया ने आडवाणी के इस्तीफे की वापसी की आलोचना करते कहा कि आडवाणी की अध्यक्ष पद पर वापसी नहीं होनी चाहिए थी ।,किशोर,nsubj,nsubj,,ने,,R1,mapping_hypothesis,confirmed,Kartā,Kartā,yes,no,no,no
dev-s1548,1,इस प्रस्ताव में जिस तरह से भाजपा ने जिन्ना को हिंदू - मुस्लिम धर्म के आधार पर भारत पाकिस्तान विभाजन का जिम्मेदार ठहराया है उससे संघ की विचारधारा की जीत हुई है पर विहिप को निराशा ही हाथ लगी है ।,विहिप,iobj,nsubj,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Kartā,no,yes,no,no
dev-s1555,1,बीएसएनएल बोर्ड की बैठक में कर्मियों के भत्तों में बढ़ोतरी का निर्णय किया गया ।,भत्तों,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1569,1,"लेकिन, अब वे 5,000 रुपये ले सकते हैं जिसे कर्मचारियों द्वारा विभाग को दस आसान किश्तों में वापस लौटाना होगा ।",विभाग,iobj,nsubj,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Kartā,no,yes,no,no
dev-s1574,1,इंफाल में असम राइफल के कर्मी द्वारा मनोरमा देवी की तथाकथित हत्या के विरोध में अनेक महिलाओं द्वारा शुक्रवार को कर्फ्र्यू तोड़ने और जुलूस निकालने की कोशिश के दौरान हिंसा भड़कने से कई लोग घायल हो गए ।,विरोध,case,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1576,1,सरकारी सूत्रों ने कहा कि लोग 10 जुलाई को मनोरमा देवी की हत्या के विरोध में कर्फ्र्यू तोड़ कर जुलूस निकालने की कोशिश कर रहे थे ।,विरोध,case,obl,,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,no,no,no
dev-s1579,1,पुलिस की इस कार्रवाई में छिंगमारोंग इलाके में दो महिलाएँ और कोंगबा इलाके में चार लोग गंभीर रूप से घायल हुए हैं ।,इलाके,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1581,1,राज्यसभा के पूर्व सदस्य और कांग्रेस नेता संजय निरुपम ने राजग सरकार द्वारा आईटीडीसी के 18 होटलों का निजीकरण करने के मामले की जाँच कराने के लिए प्रधानमंत्री मनमोहन सिंह को लिखा है ।,निरुपम,conj,nsubj,ने,ने,,R1,no_decision,confirmed,,Kartā,no,yes,no,no
dev-s1588,2,बाद में इसकी एकल निविदा आयोजित की गई ताकि भाजपा सांसदों और भाजपा से करीबी रहने वाले लोगों को इन्हें खरीदने में आसानी हो ।,भाजपा,obl,conj,से,,R4,,ambiguous,no_decision,Karaṇa|Apādāna,,no,no,no,no
dev-s1588,1,बाद में इसकी एकल निविदा आयोजित की गई ताकि भाजपा सांसदों और भाजपा से करीबी रहने वाले लोगों को इन्हें खरीदने में आसानी हो ।,लोगों,iobj,nsubj,को,को,R5,,ambiguous,mapping_hypothesis,Karma|Sampradāna,Kartā,no,yes,no,no
dev-s1588,1,बाद में इसकी एकल निविदा आयोजित की गई ताकि भाजपा सांसदों और भाजपा से करीबी रहने वाले लोगों को इन्हें खरीदने में आसानी हो ।,सांसदों,nmod,obl,,से,,R4,no_decision,ambiguous,,Karaṇa|Apādāna,no,no,no,no
dev-s1589,1,"निरुपम ने आईटीडीसी की परिसंपत्तियों के मूल्याँकन के लिए एजेंसी के चयन की पूरी प्रक्रिया, आरक्षित मूल्य तय करने की शर्त और एक पार्टी को निविदा के लिए इजाज़त देने की सीवीसी से जाँच कराने की माँग की है ।",सीवीसी,obj,obl,से,से,,R4,mapping_hypothesis,ambiguous,Karma,Karaṇa|Apādāna,no,yes,no,no
dev-s1590,1,"12 मई को लिखे अपने इस पत्र में उन्होंने कहा है, एचसीआई के स्वामित्व वाले सेंटॉर होटल पर महानियंत्रक और लेखा परीक्षक की रिपोर्ट ने सार्वजनिक जीवन में शुचिता के मेरे पुराने रुख की पुष्टि की है ।",जीवन,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1590,1,"12 मई को लिखे अपने इस पत्र में उन्होंने कहा है, एचसीआई के स्वामित्व वाले सेंटॉर होटल पर महानियंत्रक और लेखा परीक्षक की रिपोर्ट ने सार्वजनिक जीवन में शुचिता के मेरे पुराने रुख की पुष्टि की है ।",होटल,nmod,obl,पर,पर,,R3,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1591,1,कैग रिपोर्ट में दो सेंटॉर होटलों की बिक्री में अनियमितता की बात कही गई थी ।,बिक्री,nmod,obl,में,में,,R2,no_decision,confirmed,,Adhikaraṇa,no,yes,no,no
dev-s1600,1,उन्होंने कहा कि लालू प्रसाद यादव की राजद के नेतृत्व वाले कांग्रेस व एनसीपी गठबंधन को माकपा समर्थन दे रही है ।,गठबंधन,iobj,conj,को,को,R5,,ambiguous,no_decision,Karma|Sampradāna,,no,yes,no,no
