split,ud_sent_id,hdtb_file,hdtb_sentence_index,token_id,token,head,paninian_label,gold_karaka
train,train-s107,1070425056_1.dat,17,9,राज,10,k2,Karma
train,train-s108,1070425056_1.dat,18,2,सांगा,10,k1,Karta
train,train-s108,1070425056_1.dat,18,4,यहाँ,5,k7p,Adhikarana
train,train-s108,1070425056_1.dat,18,7,फौज,10,k2,Karma
train,train-s109,1070425056_1.dat,19,2,सांगा,4,k2,Karma
train,train-s109,1070425056_1.dat,19,7,मुगलों,13,k1,Karta
train,train-s109,1070425056_1.dat,19,9,यहाँ,13,k7p,Adhikarana
train,train-s109,1070425056_1.dat,19,14,जिनमें,20,k7,Adhikarana
train,train-s109,1070425056_1.dat,19,18,सांगा,20,k1,Karta
train,train-s110,1070425056_1.dat,20,6,किला,10,k1,Karta
train,train-s111,1070425056_2.dat,1,4,आलम,19,k1,Karta
train,train-s111,1070425056_2.dat,1,13,प्रथम,19,k4,Sampradana
train,train-s111,1070425056_2.dat,1,16,किला,19,k2,Karma
train,train-s111,1070425056_2.dat,1,17,पुरस्कार,19,k7,Adhikarana
train,train-s112,1070425056_2.dat,2,3,इसे,10,k2,Karma
train,train-s113,1070425056_2.dat,3,1,महाराजा,13,k1,Karta
train,train-s113,1070425056_2.dat,3,4,यहाँ,13,k7p,Adhikarana
train,train-s113,1070425056_2.dat,3,10,और,13,k2,Karma
train,train-s114,1070425056_2.dat,4,5,और,12,k7p,Adhikarana
train,train-s114,1070425056_2.dat,4,11,महल,12,k1,Karta
train,train-s114,1070425056_2.dat,4,16,जो,23,k1,Karta
train,train-s115,1070425056_2.dat,5,1,यहाँ,7,k7p,Adhikarana
train,train-s115,1070425056_2.dat,5,3,पर्यटक,7,k4,Sampradana
train,train-s115,1070425056_2.dat,5,5,प्रवेश,7,k1,Karta
train,train-s116,1070425056_2.dat,6,13,गाँधी,19,k1,Karta
train,train-s116,1070425056_2.dat,6,15,उद्यान,19,k7p,Adhikarana
train,train-s116,1070425056_2.dat,6,17,बाघ,18,k2,Karma
train,train-s117,1070425056_2.dat,7,2,किला,9,k1,Karta
train,train-s117,1070425056_2.dat,7,3,जयपुर,9,k5,Apadana
train,train-s118,1070425056_2.dat,8,4,उद्यान,16,k7p,Adhikarana
train,train-s118,1070425056_2.dat,8,12,और,16,k1,Karta
train,train-s119,1070425056_2.dat,9,13,इलाका,15,k1,Karta
train,train-s120,1070425056_2.dat,10,1,जंगल,15,k7p,Adhikarana
train,train-s120,1070425056_2.dat,10,7,रास्ता,15,k2,Karma
train,train-s120,1070425056_2.dat,10,9,वाहनों,15,k1,Karta
train,train-s121,1070425056_2.dat,11,6,क्षेत्र,9,k7p,Adhikarana
train,train-s121,1070425056_2.dat,11,8,वाहन,9,k2,Karma
train,train-s121,1070425056_2.dat,11,13,सिंह,15,k1,Karta
train,train-s121,1070425056_2.dat,11,16,कि,15,k2,Karma
train,train-s121,1070425056_2.dat,11,19,संख्या,21,k1,Karta
train,train-s121,1070425056_2.dat,11,26,बाघ,30,k1,Karta
train,train-s122,1070425056_2.dat,14,1,जंगल,9,k7p,Adhikarana
train,train-s122,1070425056_2.dat,14,8,चौकियाँ,9,k1,Karta
train,train-s123,1070425056_2.dat,15,1,वनकर्मी,9,k1,Karta
train,train-s123,1070425056_2.dat,15,4,हाथ,7,k7p,Adhikarana
train,train-s123,1070425056_2.dat,15,6,डंडा,7,k2,Karma
train,train-s124,1070425056_2.dat,17,2,क्षेत्र,9,k1,Karta
train,train-s124,1070425056_2.dat,17,5,और,9,k7p,Adhikarana
train,train-s125,1070510038_1.dat,1,2,ग्लेशियर,12,k1,Karta
train,train-s125,1070510038_1.dat,1,10,चादर,12,k3,Karana
train,train-s126,1070510038_1.dat,2,6,वादियाँ,7,k1,Karta
train,train-s126,1070510038_1.dat,2,8,जो,17,k1,Karta
train,train-s126,1070510038_1.dat,2,15,पेड़ों,17,k3,Karana
train,train-s127,1070510038_1.dat,3,3,आपने,16,k1,Karta
train,train-s127,1070510038_1.dat,3,7,फिल्मों,16,k7,Adhikarana
train,train-s127,1070510038_1.dat,3,15,दृश्य,16,k2,Karma
train,train-s128,1070510038_1.dat,4,1,जिन्हें,2,k2,Karma
train,train-s128,1070510038_1.dat,4,6,मन,14,k1,Karta
train,train-s128,1070510038_1.dat,4,10,वादियों,12,k7p,Adhikarana
train,train-s129,1070510038_1.dat,5,3,अंक,9,k7,Adhikarana
train,train-s129,1070510038_1.dat,5,5,आप,9,k1,Karta
train,train-s130,1070510038_1.dat,6,8,ओस्ट,5,k5,Apadana
train,train-s131,1070510038_1.dat,7,2,ओस्ट,8,k2,Karma
train,train-s132,1070510038_1.dat,9,6,शहर,17,k7p,Adhikarana
train,train-s132,1070510038_1.dat,9,8,आप,17,k1,Karta
train,train-s132,1070510038_1.dat,9,14,दोनों,17,k2,Karma
train,train-s133,1070510038_1.dat,10,2,आपके,9,k7,Adhikarana
train,train-s133,1070510038_1.dat,10,16,पहाड़ियों,21,k7p,Adhikarana
train,train-s133,1070510038_1.dat,10,21,करना,24,k1,Karta
train,train-s134,1070510038_1.dat,11,7,यहाँ,15,k5,Apadana
train,train-s134,1070510038_1.dat,11,10,ट्रेन,15,k1,Karta
train,train-s135,1070510038_1.dat,12,4,टिकट,5,k2,Karma
train,train-s136,1070510038_1.dat,13,2,पहाड़ी,10,k7p,Adhikarana
train,train-s137,1070511070_1.dat,1,1,स्कॉटलैंड,9,k1,Karta
train,train-s138,1070511070_1.dat,2,2,देश,20,k2,Karma
train,train-s138,1070511070_1.dat,2,4,इतिहास,20,k1,Karta
train,train-s138,1070511070_1.dat,2,13,स्कर्ट,14,k2,Karma
train,train-s139,1070511070_1.dat,3,7,बात,11,k1,Karta
train,train-s140,1070511070_1.dat,4,5,यह,8,k2,Karma
train,train-s141,1070511070_1.dat,5,2,आप,13,k1,Karta
train,train-s141,1070511070_1.dat,5,15,स्कॉटलैंड,18,k1,Karta
train,train-s142,1070511070_1.dat,6,5,बात,7,k1,Karta
train,train-s142,1070511070_1.dat,6,12,बीच,19,k1,Karta
train,train-s142,1070511070_1.dat,6,17,नजरों,19,k2,Karma
train,train-s143,1070511070_1.dat,7,5,सुंदरता,11,k1,Karta
train,train-s143,1070511070_1.dat,7,9,ग्रहण,11,k2,Karma
train,train-s144,1070511070_1.dat,8,2,प्रकृति,10,k1,Karta
train,train-s144,1070511070_1.dat,8,5,जगह,10,k7p,Adhikarana
train,train-s145,1070511070_1.dat,9,2,आप,16,k1,Karta
train,train-s145,1070511070_1.dat,9,8,एंकात,15,k7,Adhikarana
train,train-s145,1070511070_1.dat,9,13,छटा,15,k2,Karma
train,train-s145,1070511070_1.dat,9,19,स्कॉटलैंड,28,k7p,Adhikarana
train,train-s145,1070511070_1.dat,9,22,आपको,23,k4,Sampradana
train,train-s145,1070511070_1.dat,9,27,कुछ,28,k1,Karta
train,train-s146,1070511070_1.dat,10,3,स्कॉटलैंड,10,k1,Karta
train,train-s147,1070511070_1.dat,11,5,मंत्रीमंडल,6,k1,Karta
train,train-s148,1070511070_1.dat,12,9,और,21,k1,Karta
train,train-s148,1070511070_1.dat,12,10,उस,12,k7,Adhikarana
train,train-s148,1070511070_1.dat,12,17,पौंड,21,k5,Apadana
train,train-s149,1070511070_1.dat,13,3,और,10,k7,Adhikarana
train,train-s149,1070511070_1.dat,13,4,लोगों,7,k4,Sampradana
train,train-s149,1070511070_1.dat,13,12,कि,10,k2,Karma
train,train-s149,1070511070_1.dat,13,15,लोग,22,k1,Karta
train,train-s149,1070511070_1.dat,13,17,सरकार,22,k2,Karma
train,train-s150,1070511070_1.dat,15,5,शहर,11,k7p,Adhikarana
train,train-s150,1070511070_1.dat,15,10,कोर्ट,11,k1,Karta
train,train-s151,1070511070_1.dat,16,1,जिन्हें,8,k2,Karma
train,train-s151,1070511070_1.dat,16,6,मैदानों,8,k7p,Adhikarana
train,train-s152,1070511070_1.dat,17,5,जन्नत,6,k2,Karma
train,train-s152,1070511070_1.dat,17,8,ग्लासगो,16,k7p,Adhikarana
train,train-s152,1070511070_1.dat,17,15,कोर्ट,16,k1,Karta
train,train-s153,1070511070_1.dat,18,1,यहाँ,3,k7p,Adhikarana
train,train-s153,1070511070_1.dat,18,2,गोल्फ,3,k2,Karma
train,train-s154,1070511070_1.dat,19,2,आप,11,k1,Karta
train,train-s154,1070511070_1.dat,19,6,और,10,k7,Adhikarana
train,train-s154,1070511070_1.dat,19,16,चक्कर,18,k2,Karma
train,train-s156,1070609018_1.dat,3,4,",",11,k1,Karta
train,train-s156,1070609018_1.dat,3,7,जगह,11,k7p,Adhikarana
train,train-s156,1070609018_1.dat,3,9,खूबसूरती,11,k7,Adhikarana
train,train-s157,1070609018_1.dat,4,3,गलियों,5,k7,Adhikarana
train,train-s157,1070609018_1.dat,4,14,जीवन,19,k1,Karta
train,train-s157,1070609018_1.dat,4,19,है,9,k1,Karta
train,train-s158,1070609018_1.dat,5,7,देश,18,k7p,Adhikarana
train,train-s158,1070609018_1.dat,5,9,जहाँ,11,k7,Adhikarana
train,train-s158,1070609018_1.dat,5,13,आप,18,k1,Karta
