sent_id,sentence_text,token_form,deprel,case_marker,rule_id,decision_type,confidence,karaka_candidates,reason
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,प्रवेश,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,द्वार,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,दो,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,मंजिला,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s3,इसका प्रवेश द्वार दो मंजिला है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,जिसमें,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,चार,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,मेहराबें,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,हैं,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,मुख्य,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,प्रार्थना,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,हॉल,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,जाने,advcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,के,mark,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,लिए,mark,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,9,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,प्रवेश,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,द्वार,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,हैं,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s4,जिसमें चार मेहराबें हैं और मुख्य प्रार्थना हॉल में जाने के लिए 9 प्रवेश द्वार हैं ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,पूरी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,इमारत,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,बेहद,advmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,खूबसूरत,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s5,पूरी इमारत बेहद खूबसूरत है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,यहाँ,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,लगने,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,वाला,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,तीन,nummod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,दिन,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,इज्तिमा,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,पूरे,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,देश,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,लोगों,obj,को,R5,ambiguous,low-medium,Karma|Sampradāna,obj/iobj with को postposition — patient (Karma) or recipient (Sampradāna); cannot disambiguate in v1.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,को,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,आमंत्रित,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,करता,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,है,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s6,यहाँ लगने वाला तीन दिन का इज्तिमा पूरे देश के लोगों को आमंत्रित करता है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,शौकत,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,महल,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,सामने,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,बड़ी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,झील,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,किनारे,obl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,स्थित,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,वास्तुकला,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,यह,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,खूबसूरत,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,नमूना,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,कुदसिया,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,बेगम,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,काल,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,जिन्हें,obj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,गोहर,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,बेगम,acl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,भी,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,कहा,acl:relcl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,जाता,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,था,aux:pass,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s7,शौकत महल के सामने बड़ी झील के किनारे स्थित वास्तुकला का यह खूबसूरत नमूना कुदसिया बेगम के काल का है जिन्हें गोहर बेगम भी कहा जाता था ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,हिंदू,dislocated,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,मुगल,conj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,कला,nmod,का,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='का'.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,अद्भुत,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,संगम,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s8,यह हिंदू और मुगल कला का अद्भुत संगम है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,भारत,nmod,की,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='की'.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,की,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,अनूठी,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,राष्ट्रीय,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,संस्था,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s9,यह भारत की अनूठी राष्ट्रीय संस्था है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,मुख्य,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,रूप,obl,से,R4,ambiguous,low-medium,Karaṇa|Apādāna,obl with से postposition — instrument (Karaṇa) or source (Apādāna); cannot disambiguate in v1.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,से,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,यह,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,प्रदर्शन,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,कला,nmod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,और,cc,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,दृश्य,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,कला,conj,का,,no_decision,none,,No v1 rule applies for deprel='conj' with case_marker='का'.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,केंद्र,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,है,cop,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s10,मुख्य रूप से यह प्रदर्शन कला और दृश्य कला का केंद्र है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,इसे,obj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,चार्ल्स,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,कोरिया,nsubj,ने,R1,confirmed,high,Kartā,nsubj with ने postposition — strong agent/subject evidence for Kartā.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,ने,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,डिजाइन,compound,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,किया,root,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,है,aux,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s11,इसे चार्ल्स कोरिया ने डिजाइन किया है ।,।,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,विशाल,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,क्षेत्र,obl,में,R2,confirmed,medium-high,Adhikaraṇa,obl with में postposition — locative/locus pattern for Adhikaraṇa.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,में,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,फैले,acl,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,इस,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,भवन,nmod,के,,no_decision,none,,No v1 rule applies for deprel='nmod' with case_marker='के'.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,के,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,आस,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,-,punct,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,पास,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,का,case,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,प्राकृतिक,amod,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,सौंदर्य,nsubj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,इसे,obj,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,और,det,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
train-s12,विशाल क्षेत्र में फैले इस भवन के आस - पास का प्राकृतिक सौंदर्य इसे और भी भव्य बनाता है ।,भी,dep,,,no_decision,none,,No case marker provided; v1 rules require postposition evidence.
